BOLSIG+ version: 12/2017
Collision input data:
--------------------------------------------------
Ar                                                              
\\psf\Home\Documents\Research\Nikolic\Monte Carlo Script\3D-EEDF-Through-MonteCarlo\Results\Bolsig\LXCat-June2013.txt
How to reference in publications:
1) Yamabe, Buckman, and Phelps, Phys. Rev. 27, 1345 (1983). Revised Oct 1997
2) PHELPS database,http://www.lxcat.laplace.univ-tlse.fr, retrieved June 4, 2013.
 
 
 
R1  
------------------------------------------------------------
Energy (eV) EEDF (eV-3/2) Anisotropy
  0.5062E-01	  0.6680E-01	  0.6117E-02
  0.1531    	  0.6679E-01	  0.8762E-02
  0.2580    	  0.6678E-01	  0.1405E-01
  0.3654    	  0.6677E-01	  0.1887E-01
  0.4753    	  0.6675E-01	  0.2326E-01
  0.5876    	  0.6671E-01	  0.2723E-01
  0.7024    	  0.6664E-01	  0.3081E-01
  0.8197    	  0.6654E-01	  0.3401E-01
  0.9394    	  0.6641E-01	  0.3684E-01
   1.062    	  0.6624E-01	  0.3932E-01
   1.186    	  0.6603E-01	  0.4146E-01
   1.313    	  0.6579E-01	  0.4333E-01
   1.443    	  0.6549E-01	  0.4497E-01
   1.575    	  0.6516E-01	  0.4636E-01
   1.710    	  0.6479E-01	  0.4750E-01
   1.847    	  0.6439E-01	  0.4839E-01
   1.986    	  0.6395E-01	  0.4903E-01
   2.128    	  0.6346E-01	  0.4945E-01
   2.272    	  0.6294E-01	  0.4968E-01
   2.419    	  0.6237E-01	  0.4974E-01
   2.568    	  0.6176E-01	  0.4967E-01
   2.720    	  0.6111E-01	  0.4947E-01
   2.874    	  0.6041E-01	  0.4916E-01
   3.031    	  0.5966E-01	  0.4875E-01
   3.190    	  0.5889E-01	  0.4826E-01
   3.352    	  0.5808E-01	  0.4772E-01
   3.516    	  0.5724E-01	  0.4714E-01
   3.683    	  0.5637E-01	  0.4654E-01
   3.852    	  0.5547E-01	  0.4592E-01
   4.023    	  0.5456E-01	  0.4529E-01
   4.197    	  0.5362E-01	  0.4467E-01
   4.374    	  0.5265E-01	  0.4407E-01
   4.553    	  0.5167E-01	  0.4349E-01
   4.734    	  0.5066E-01	  0.4293E-01
   4.918    	  0.4964E-01	  0.4242E-01
   5.104    	  0.4860E-01	  0.4195E-01
   5.293    	  0.4754E-01	  0.4153E-01
   5.484    	  0.4647E-01	  0.4118E-01
   5.678    	  0.4537E-01	  0.4088E-01
   5.874    	  0.4426E-01	  0.4065E-01
   6.073    	  0.4312E-01	  0.4049E-01
   6.274    	  0.4196E-01	  0.4040E-01
   6.477    	  0.4079E-01	  0.4039E-01
   6.683    	  0.3959E-01	  0.4047E-01
   6.892    	  0.3836E-01	  0.4062E-01
   7.103    	  0.3712E-01	  0.4088E-01
   7.316    	  0.3583E-01	  0.4127E-01
   7.532    	  0.3451E-01	  0.4178E-01
   7.751    	  0.3315E-01	  0.4243E-01
   7.971    	  0.3175E-01	  0.4322E-01
   8.195    	  0.3032E-01	  0.4416E-01
   8.420    	  0.2886E-01	  0.4527E-01
   8.649    	  0.2738E-01	  0.4656E-01
   8.879    	  0.2587E-01	  0.4808E-01
   9.112    	  0.2434E-01	  0.4987E-01
   9.348    	  0.2279E-01	  0.5197E-01
   9.586    	  0.2122E-01	  0.5446E-01
   9.827    	  0.1962E-01	  0.5743E-01
   10.07    	  0.1801E-01	  0.6096E-01
   10.32    	  0.1641E-01	  0.6509E-01
   10.56    	  0.1484E-01	  0.7002E-01
   10.81    	  0.1329E-01	  0.7602E-01
   11.07    	  0.1177E-01	  0.8346E-01
   11.32    	  0.1028E-01	  0.9292E-01
   11.58    	  0.8807E-02	  0.1046    
   11.84    	  0.7383E-02	  0.1173    
   12.10    	  0.6056E-02	  0.1298    
   12.37    	  0.4868E-02	  0.1420    
   12.64    	  0.3836E-02	  0.1543    
   12.91    	  0.2962E-02	  0.1668    
   13.18    	  0.2241E-02	  0.1793    
   13.45    	  0.1662E-02	  0.1919    
   13.73    	  0.1207E-02	  0.2049    
   14.01    	  0.8584E-03	  0.2185    
   14.29    	  0.5971E-03	  0.2325    
   14.58    	  0.4061E-03	  0.2475    
   14.87    	  0.2692E-03	  0.2642    
   15.16    	  0.1737E-03	  0.2822    
   15.45    	  0.1091E-03	  0.3014    
   15.74    	  0.6652E-04	  0.3242    
   16.04    	  0.3899E-04	  0.3528    
   16.34    	  0.2190E-04	  0.3834    
   16.64    	  0.1183E-04	  0.4125    
   16.95    	  0.6162E-05	  0.4415    
   17.25    	  0.3090E-05	  0.4732    
   17.56    	  0.1495E-05	  0.5058    
   17.88    	  0.6981E-06	  0.5390    
   18.19    	  0.3152E-06	  0.5726    
   18.51    	  0.1378E-06	  0.6063    
   18.83    	  0.5849E-07	  0.6393    
   19.15    	  0.2414E-07	  0.6726    
   19.47    	  0.9700E-08	  0.7062    
   19.80    	  0.3801E-08	  0.7395    
   20.13    	  0.1458E-08	  0.7693    
   20.46    	  0.5453E-09	  0.7980    
   20.80    	  0.1988E-09	  0.8269    
   21.13    	  0.7068E-10	  0.8551    
   21.47    	  0.2464E-10	  0.8755    
   21.81    	  0.8690E-11	  0.8387    
 
 
